loan_acc_num,missed_repayments,loan_amount,collateral_value,interest ,risk_score,risk_level
LN24867866,175124.66,427340,51902.77,9.7,350261,HIGH
LN12062204,52470.86,92938,11193.47,12.5,104955,HIGH
LN46156213,531551.91,1217858,158847.38,8.8,1.06311e+06,HIGH
LN10187729,168126.68,308002,79962.6,12.2,336262,HIGH
LN69115160,161304.23,341752,97932.7,9.4,322616,HIGH
LN28234221,203674.1,315280,52566.42,13.9,407361,HIGH
LN92404653,11952.28,9349,1947.81,13.2,23915.4,HIGH
LN74914233,61453.5,36369,10717.28,9.6,122914,HIGH
LN66624600,349315.51,476014,2347.61,8.1,698837,HIGH
LN58511962,339880.47,171398,9693.82,11.2,679783,HIGH
LN82295464,871982.56,1640094,45072.18,10.4,1.74401e+06,HIGH
LN43210794,3598.64,4582,880.54,8.2,7205.3,HIGH
LN60332015,153253.17,364666,13376.45,9.9,306538,HIGH
LN76052864,6913.83,19542,221.33,8.4,13918.5,HIGH
LN86778543,202835.07,278406,37312.67,11.1,405683,HIGH
LN23894761,238900.17,235172,36440.57,10.9,477812,HIGH
LN23995455,153499.14,61926,18475.23,13.8,307008,HIGH
LN28409799,726856.54,396539,94676.4,10.4,1.45372e+06,HIGH
LN57209420,492988.28,533121,157368.7,13.6,985986,HIGH
LN47211382,18559.83,21547,5952.33,12.7,37128,HIGH
LN28462261,659001.4,1377287,213644.21,11.0,1.31801e+06,HIGH
LN58496471,45754.55,65309,15720.24,10.7,91517.5,HIGH
LN72169380,30973.07,70551,19880.43,8.8,61953.9,HIGH
LN25999510,503898.66,484345,128422.74,15.0,1.00781e+06,HIGH
LN49613964,8382.72,13140,3366.49,9.7,16772.8,HIGH
LN81718881,176484.6,360322,82505.37,9.7,352977,HIGH
LN10595300,16515.27,7585,316.77,12.1,33060,HIGH
LN23927204,6781.97,11950,2517.18,8.7,13571.1,HIGH
LN41783107,10260.2,13693,1016.13,11.2,20539.1,HIGH
LN45374606,8602.0,16986,2786.71,11.3,17215.7,HIGH
LN54631959,27878.1,19628,1079.93,14.6,55781.5,HIGH
LN95904244,312760.97,598233,100242.74,8.3,625530,HIGH
LN10249759,501644.22,751110,146744.22,10.3,1.0033e+06,HIGH
LN54202477,12842.15,7592,772.79,9.5,25698.6,HIGH
LN33360754,23701.45,9803,1352.03,13.4,47416,HIGH
LN45051244,1383054.75,1880241,256388.78,11.2,2.76612e+06,HIGH
LN37791260,74592.38,48970,13465.82,8.7,149192,HIGH
LN80233146,167289.06,121333,863.36,14.3,334726,HIGH
LN65511042,23792.25,23017,4576.6,11.0,47594.5,HIGH
LN86946085,172836.01,328561,21713.49,10.3,345692,HIGH
LN69655287,2916.23,6816,56.44,9.5,5957.52,HIGH
LN59516327,35380.3,20013,951.08,10.0,70786,HIGH
LN80307841,2441849.45,978708,23196.03,13.9,4.88375e+06,HIGH
LN34974910,142011.31,389995,33948.75,8.8,284038,HIGH
LN14768134,34341.09,45026,5763.61,11.5,68695.6,HIGH
LN67959058,456137.65,898851,230968.0,10.0,912283,HIGH
LN75459867,102962.41,172017,51317.23,13.1,205934,HIGH
LN73693046,151917.54,159133,30019.74,10.3,303844,HIGH
LN74985868,50808.62,98965,26963.69,11.6,101625,HIGH
LN52287166,3264271.47,1349961,35564.72,13.5,6.52859e+06,HIGH
LN47672562,57135.14,87404,23575.56,12.3,114280,HIGH
LN76544888,172204.16,153689,16273.4,11.9,344423,HIGH
LN77675661,125790.98,97367,21914.29,13.5,251591,HIGH
LN35642155,1202468.31,832894,37862.12,14.9,2.40497e+06,HIGH
LN68229388,59595.12,125998,18190.2,9.4,119202,HIGH
LN24178048,91347.42,214593,20113.53,8.6,182709,HIGH
LN37441193,10695.84,20949,2701.8,9.9,21402.7,HIGH
LN79993645,195823.83,207406,44227.78,10.2,391656,HIGH
LN48512763,56055.45,75160,2940.41,8.2,112140,HIGH
LN66104968,169480.01,285129,66700.61,11.4,338970,HIGH
LN89045497,10106.58,4202,392.83,13.2,20229.3,HIGH
LN28721195,82707.53,40483,10559.58,11.5,165424,HIGH
LN51519658,246716.32,131847,37502.5,10.6,493441,HIGH
LN69568456,1136765.49,1798331,213414.33,12.0,2.27354e+06,HIGH
LN78559956,43466.68,64481,3248.33,12.6,86958.2,HIGH
LN68272639,3480296.87,1523608,151033.59,12.8,6.96061e+06,HIGH
LN23107362,590900.7,725905,119085.15,14.7,1.18181e+06,HIGH
LN69781848,857420.36,335822,91.53,14.2,1.71852e+06,HIGH
LN28601251,899772.66,1393956,68850.54,10.0,1.79957e+06,HIGH
LN72121554,156334.43,231291,39068.33,10.4,312679,HIGH
LN67169436,59884.08,133831,28151.86,10.4,119778,HIGH
LN70694593,9581.49,10240,2269.95,13.5,19173.3,HIGH
LN60925723,163021.83,75032,4011.96,12.2,326067,HIGH
LN84662886,39204.52,16135,1530.88,13.5,78425.3,HIGH
LN86529226,163995.3,214078,49565.83,14.0,328001,HIGH
LN47015171,4561.28,13249,3897.81,8.1,9129.45,HIGH
LN19471763,34619.24,15071,1644.27,12.8,69253.6,HIGH
LN26383178,3135.9,4298,279.19,12.8,6291.79,HIGH
LN66991463,367401.94,225393,57262.22,9.3,734811,HIGH
LN67812796,107123.27,208309,25713.93,10.1,214259,HIGH
LN61990384,17153.95,40417,10015.05,9.9,34315,HIGH
LN99531682,3502.62,5236,1315.24,12.0,7013.98,HIGH
LN22748461,371342.78,474229,7260.3,8.6,742754,HIGH
LN59041895,189383.87,285027,20815.94,14.2,378787,HIGH
LN68445320,2454.86,4379,1027.43,11.7,4918.11,HIGH
LN18456007,818439.65,513824,115215.71,9.1,1.63689e+06,HIGH
LN59679238,80918.81,121617,25915.56,14.2,161848,HIGH
LN58489557,13482.67,22359,1037.21,9.3,26990.2,HIGH
LN61431311,195912.01,280585,78455.75,13.0,391834,HIGH
LN39764532,897563.15,1074788,158873.42,15.0,1.79514e+06,HIGH
LN59934834,1941983.52,784392,167705.28,13.8,3.88398e+06,HIGH
LN49618747,150040.88,125570,10022.5,12.6,300099,HIGH
LN22747559,459266.18,217209,17271.49,11.9,918551,HIGH
LN22918611,31545.98,95210,26372.32,8.1,63097.7,HIGH
LN39557956,526740.21,1076189,64596.32,11.2,1.0535e+06,HIGH
LN84993615,34714.83,70552,12058.86,9.7,69438.7,HIGH
LN52177768,18647.9,22920,1291.4,12.1,37317.8,HIGH
LN69045140,17374.35,23421,2948.18,8.1,34760,HIGH
LN91067261,19812.82,15339,130.39,13.4,39748.3,HIGH
LN51784621,714936.57,357266,70519.0,11.3,1.42988e+06,HIGH
LN51894184,37585.13,84836,2775.28,10.3,75205.7,HIGH
LN35033965,5074503.62,1929369,15765.51,14.6,1.01491e+07,HIGH
LN55208988,52159.56,42779,1458.33,12.8,104354,HIGH
LN24103829,156052.23,362007,11600.67,8.7,312140,HIGH
LN44572950,5100628.44,1939304,496278.84,14.6,1.02013e+07,HIGH
LN98819342,656015.81,940151,8502.7,10.7,1.31215e+06,HIGH
LN88237315,568436.38,231340,64977.52,13.7,1.13688e+06,HIGH
LN55151827,27118.56,35747,1362.69,8.3,54266.4,HIGH
LN57768999,49762.11,18987,111.1,14.5,99702.2,HIGH
LN57722141,723372.22,1766707,524061.59,9.7,1.44675e+06,HIGH
LN65976398,3834453.19,1916563,309387.43,11.3,7.66892e+06,HIGH
LN86671093,12684.33,19804,4434.44,9.8,25377.4,HIGH
LN94077429,106856.29,189669,5635.65,10.9,213751,HIGH
LN42746197,704252.32,1787324,17700.58,9.4,1.40861e+06,HIGH
LN33417201,18804.21,38515,8828.9,9.6,37617.2,HIGH
LN58823315,802116.61,1214722,71413.34,10.2,1.60425e+06,HIGH
LN69696277,16730.33,22203,6645.07,13.7,33470.2,HIGH
LN92830351,293237.91,237075,28601.06,13.0,586489,HIGH
LN27860191,169222.22,220918,64437.54,14.0,338454,HIGH
LN74295601,82796.64,136890,34041.35,13.2,165603,HIGH
LN17787606,320923.49,281267,38089.16,12.1,641859,HIGH
LN60336827,328085.24,408619,87169.21,8.8,656179,HIGH
LN84602479,3982972.17,1584216,428507.77,14.0,7.96595e+06,HIGH
LN17220847,491915.45,1281393,98437.16,9.2,983848,HIGH
LN85309611,46742.9,115158,1216.32,9.6,93583.5,HIGH
LN39812526,7410.97,19313,5527.42,9.0,14828,HIGH
LN97708911,548546.48,284755,56400.82,10.9,1.0971e+06,HIGH
LN88704030,92648.03,268856,18126.68,8.4,185315,HIGH
LN87798046,154240.86,349509,100716.76,10.3,308489,HIGH
LN29363696,358240.77,396665,87709.28,9.8,716489,HIGH
LN15889346,741644.6,1127468,3894.16,14.1,1.48358e+06,HIGH
LN70420301,787769.01,1143825,331405.76,14.6,1.57555e+06,HIGH
LN14138237,596781.85,287406,16394.43,11.7,1.19359e+06,HIGH
LN22950898,414310.0,282768,37448.16,8.4,828632,HIGH
LN18671715,111113.53,241323,34093.97,9.2,222238,HIGH
LN66298618,2144.63,2857,582.07,12.8,4299.31,HIGH
LN58645653,131838.53,191188,2457.01,14.6,263761,HIGH
LN89973542,691565.38,482668,16957.42,14.8,1.38317e+06,HIGH
LN73874143,10657.62,13369,3387.18,8.6,21322.2,HIGH
LN29409685,352954.77,399758,82972.97,9.6,705918,HIGH
LN15425487,666412.13,277736,79965.87,13.4,1.33283e+06,HIGH
LN20685907,16943.58,17019,3262.91,10.6,33896.5,HIGH
LN28691718,61025.66,60938,15163.18,14.5,122061,HIGH
LN78238362,11207.06,16299,3021.16,14.4,22426.6,HIGH
LN12424043,132247.5,292567,24225.96,10.5,264511,HIGH
LN57806328,439083.18,244455,21143.96,10.2,878183,HIGH
LN47314887,414889.02,498249,141858.68,9.1,829786,HIGH
LN54696988,533048.33,835246,195138.22,9.9,1.06611e+06,HIGH
LN79090969,430179.39,336146,44809.26,13.4,860372,HIGH
LN93441839,95747.9,182881,572.32,8.3,191818,HIGH
LN71139639,411813.22,792553,185151.18,10.2,823635,HIGH
LN87700919,314892.37,173490,3754.43,10.3,629835,HIGH
LN71649891,213538.09,467120,72679.89,10.6,427088,HIGH
LN97250716,269244.25,281155,5571.86,14.0,538545,HIGH
LN57982967,992228.11,1102132,268697.46,13.3,1.98447e+06,HIGH
LN95535217,792574.83,378293,17995.69,11.8,1.58517e+06,HIGH
LN25615237,8914.26,13995,2989.82,9.7,17837.5,HIGH
LN66243193,104635.61,167571,1593.41,9.7,209380,HIGH
LN52311387,494359.77,619920,87394.55,12.0,988731,HIGH
LN18700895,178381.42,281372,58398.25,13.7,356774,HIGH
LN75280986,697185.98,1189993,7943.92,12.9,1.39453e+06,HIGH
LN54312329,62394.43,24552,5879.38,14.1,124799,HIGH
LN62819280,34402.32,51059,15167.94,14.3,68814.5,HIGH
LN95806678,88779.95,66983,15570.4,13.8,177569,HIGH
LN17432058,142859.66,231617,58132.57,9.6,285727,HIGH
LN52531483,456894.21,293545,73951.79,8.9,913796,HIGH
LN22278262,109878.86,149553,6945.72,8.1,219782,HIGH
LN51229271,151675.79,284975,48556.93,10.4,303361,HIGH
LN78744735,4757.37,10595,1960.1,8.7,9523.76,HIGH
LN60489805,200885.72,290840,68902.32,10.6,401780,HIGH
LN35716678,190459.54,259419,1596.76,8.1,381085,HIGH
LN53840739,250496.43,423116,111600.06,13.0,501002,HIGH
LN13123014,232652.48,145976,31007.77,9.1,465313,HIGH
LN65126443,776534.82,299596,47124.09,14.4,1.55308e+06,HIGH
LN93052260,160399.47,144498,12259.74,11.8,320816,HIGH
LN29751932,52837.4,22486,1980.66,13.1,105692,HIGH
LN37089577,161138.3,373827,76302.2,8.7,322285,HIGH
LN91698666,297575.69,456445,107432.43,14.0,595161,HIGH
LN70396386,16052.98,44204,12841.17,8.7,32111.8,HIGH
LN55027050,313870.51,190386,22964.87,9.4,627753,HIGH
LN89039318,2525.8,2799,702.61,15.0,5061.48,HIGH
LN87767782,40241.8,17106,1695.99,13.1,80498.6,HIGH
LN53360840,973479.21,1536867,427632.96,13.7,1.94697e+06,HIGH
LN76797082,1088492.89,1010184,169711.56,11.5,2.177e+06,HIGH
LN20342181,144904.33,189680,31103.11,8.4,289818,HIGH
LN88030358,108283.13,109826,9908.17,10.6,216582,HIGH
LN26673579,1302342.48,799262,150868.84,9.3,2.60469e+06,HIGH
LN48529212,3257726.19,1708170,79468.61,10.8,6.51548e+06,HIGH
LN45485314,11874.4,18100,723.44,10.0,23778,HIGH
LN92947892,522758.15,197239,43200.41,14.7,1.04553e+06,HIGH
LN81921109,75122.56,189098,43428.12,8.1,150252,HIGH
LN48096602,99611.78,124720,31488.53,12.0,199232,HIGH
LN56339158,10047.29,15554,737.08,13.7,20122,HIGH
LN77871767,78484.52,152531,7479.38,10.1,156993,HIGH
LN66531196,24811.53,15110,3368.21,9.3,49631.1,HIGH
LN53047352,114256.5,161243,47740.82,14.9,228523,HIGH
LN91153234,4865.41,6633,578.31,13.1,9748.02,HIGH
LN90000303,229947.7,279924,70726.0,14.8,459905,HIGH
LN60994001,4026.79,9484,1772.02,9.6,8062.15,HIGH
LN47037098,100022.31,135736,30619.47,11.2,200054,HIGH
LN18412982,9312.05,19580,469.06,9.3,18670.4,HIGH
LN69464998,668840.26,354085,74027.37,10.7,1.33769e+06,HIGH
LN67657065,1455783.89,1758280,408657.86,14.9,2.91158e+06,HIGH
LN71084109,189882.43,199922,15488.14,13.9,379784,HIGH
LN54637861,2206.19,4329,76.04,9.3,4473.58,HIGH
LN90230461,77661.62,160286,5763.01,9.6,155355,HIGH
LN77817735,110976.42,190632,5200.82,11.2,221994,HIGH
LN40539094,244687.18,461687,11652.25,8.4,489418,HIGH
LN51463437,114729.58,171563,40089.88,10.3,229467,HIGH
LN94749925,1329766.32,1947943,331860.06,10.5,2.65954e+06,HIGH
LN48453365,10999.77,13761,1105.11,14.3,22017.6,HIGH
LN55439125,22935.71,22594,1536.02,14.6,45892,HIGH
LN64223035,923451.5,1612965,255627.76,9.0,1.84691e+06,HIGH
LN83194333,9373.98,13015,3193.24,10.8,18755.5,HIGH
LN33406484,1243227.67,1346877,261042.27,10.0,2.48646e+06,HIGH
LN76849382,42104.42,18980,3833.12,12.4,84219.2,HIGH
LN42717178,1085653.97,1590834,218140.14,14.5,2.17132e+06,HIGH
LN99086373,10363.55,19584,3336.82,10.2,20737,HIGH
LN70380891,211158.07,146146,5175.2,14.9,422352,HIGH
LN33911214,71352.2,138055,39444.46,8.2,142712,HIGH
LN15081314,104093.63,196202,47449.52,8.4,208194,HIGH
LN52956692,397182.73,252195,36578.18,9.0,794375,HIGH
LN23703980,738915.47,1106515,199590.94,10.3,1.47784e+06,HIGH
LN38906758,20425.14,24304,915.98,9.1,40881.1,HIGH
LN93374548,36896.77,15552,811.01,13.2,73817.8,HIGH
LN28003509,101256.81,124400,16421.95,8.9,202524,HIGH
LN60344916,128235.25,283679,38536.95,10.5,256483,HIGH
LN19135208,118787.89,236611,17050.29,9.9,237593,HIGH
LN13663098,12165.46,8291,1305.11,14.9,24343.8,HIGH
LN73369184,231088.75,137076,25543.64,9.6,462186,HIGH
LN49480369,76182.83,85184,7992.6,13.2,152381,HIGH
LN51928101,96933.39,151637,12843.05,9.9,193883,HIGH
LN25647729,362791.52,143129,16318.86,14.1,725598,HIGH
LN37741605,129917.97,162734,16046.4,12.0,259850,HIGH
LN65884129,92018.8,101733,1409.61,9.8,184113,HIGH
LN13583906,96402.58,257490,8273.13,9.0,192840,HIGH
LN76651248,1453532.02,1969733,76081.2,13.6,2.9071e+06,HIGH
LN43553723,1006998.93,1397844,185481.79,11.0,2.01401e+06,HIGH
LN18378478,36590.62,18542,1742.27,11.1,73196.2,HIGH
LN70117912,543395.32,676939,113049.98,8.8,1.0868e+06,HIGH
LN41711053,102994.49,171311,14451.09,11.5,206006,HIGH
LN80410975,8030.64,6180,620.99,13.3,16076.6,HIGH
LN10226174,46332.68,97574,20119.68,10.9,92674.3,HIGH
LN27708823,19886.89,8842,1566.87,12.5,39783.9,HIGH
LN54649690,930377.53,1377901,73499.31,10.4,1.86078e+06,HIGH
LN87018583,483820.89,290294,50342.12,9.5,967651,HIGH
LN15618980,9887.62,16558,1099.15,12.9,19795.5,HIGH
LN92364113,824752.85,1169404,231022.62,10.8,1.64951e+06,HIGH
LN69659720,138585.57,235599,57477.64,11.3,277180,HIGH
LN71779370,56490.85,73794,10179.01,8.4,112991,HIGH
LN38169333,919826.24,1160391,280145.16,8.7,1.83966e+06,HIGH
LN66342947,223160.59,394487,41751.71,8.9,446334,HIGH
LN41299350,7731.75,18887,181.99,9.5,15570.5,HIGH
LN32845706,184458.85,385216,43211.23,11.0,368930,HIGH
LN71605109,1943.84,3866,1092.23,10.5,3894.79,HIGH
LN94947160,202683.09,231134,48027.22,13.0,405377,HIGH
LN13708154,115289.62,130198,18387.17,13.1,230592,HIGH
LN16614339,601672.4,1114804,204682.37,12.1,1.20336e+06,HIGH
LN12244624,15220.3,39676,3338.18,9.1,30456.4,HIGH
LN85006212,242919.48,298647,37974.03,12.2,485852,HIGH
LN91998574,209889.81,80324,7584.48,14.5,419796,HIGH
LN10527069,2815.98,2108,97.86,13.1,5658.09,HIGH
LN98854777,130327.84,132570,23374.17,14.3,260667,HIGH
LN76491900,599515.13,1023250,68894.93,12.9,1.19905e+06,HIGH
LN76974051,13649.24,20388,2053.01,10.2,27313,HIGH
LN48572642,223620.77,243855,52116.15,13.5,447251,HIGH
LN66129514,1762530.15,1873590,235719.87,13.8,3.52507e+06,HIGH
LN96176598,124812.0,135030,18492.39,10.0,249636,HIGH
LN87003007,639009.76,264202,24978.01,13.5,1.27804e+06,HIGH
LN26585950,66560.48,132402,23063.17,9.9,133131,HIGH
LN52777848,339408.4,289420,39230.5,12.4,678830,HIGH
LN85284622,176883.19,253286,27237.16,10.7,353781,HIGH
LN78503919,578885.36,339834,74981.84,9.7,1.15778e+06,HIGH
LN36920647,15101.27,20702,2901.32,11.0,30214.6,HIGH
LN92164338,3679.76,6627,1486.52,10.3,7367.61,HIGH
LN31599565,33226.95,75713,10553.48,8.8,66463.6,HIGH
LN80484925,7223.09,9856,2045.32,10.9,14456.3,HIGH
LN66836335,513524.78,931725,92442.0,12.3,1.02706e+06,HIGH
LN17533591,5402.32,15147,1297.68,8.4,10819.9,HIGH
LN10186600,6933.07,15048,1369.33,9.0,13881.5,HIGH
LN55063982,358459.39,212692,45706.57,9.6,716927,HIGH
LN57802964,7546.77,8726,550.32,9.2,15112.5,HIGH
LN24063236,771743.79,1594799,382459.34,11.1,1.5435e+06,HIGH
LN17882536,180346.23,77578,10023.16,13.0,360706,HIGH
LN49201236,625090.47,453732,26642.53,14.3,1.2502e+06,HIGH
LN75039159,816881.35,1875501,517821.72,10.2,1.63377e+06,HIGH
LN59723225,131840.78,281600,15599.42,10.8,263703,HIGH
LN70168707,961039.5,819797,73874.74,12.4,1.9221e+06,HIGH
LN64808041,38422.22,99606,4055.23,9.2,76873.2,HIGH
LN52244307,1828783.56,835302,154584.53,12.3,3.65758e+06,HIGH
LN60071092,621136.11,835600,138372.72,11.3,1.24228e+06,HIGH
LN78620449,5301.11,5411,662.88,10.2,10615.3,HIGH
LN62559320,252031.98,326214,20995.57,14.1,504085,HIGH
LN32147330,11659.9,22418,5025.64,11.6,23328.3,HIGH
LN45063374,22876.62,8499,234.52,14.8,45795.6,HIGH
LN16734751,16547.33,9923,2429.44,9.4,33102.8,HIGH
LN90157314,89700.43,141935,3308.73,9.8,179448,HIGH
LN30395637,246643.11,386302,61682.56,9.9,493297,HIGH
LN44332726,63439.8,157359,39059.82,8.2,126886,HIGH
LN53142189,169994.16,285821,84389.9,9.3,339996,HIGH
LN89701244,131980.8,227273,51423.64,12.8,263971,HIGH
LN49694731,29565.94,15552,3224.35,10.7,59140.2,HIGH
LN41534837,882917.04,406747,65397.75,12.2,1.76585e+06,HIGH
LN59674415,5517.15,6420,1030.48,12.4,11046.4,HIGH
LN62455669,19242.75,24649,6907.85,8.5,38491.8,HIGH
LN75492677,989289.4,494402,86436.86,11.3,1.97859e+06,HIGH
LN74485815,1280099.71,1575511,80471.65,8.9,2.56022e+06,HIGH
LN52238517,6747.3,17312,4221.16,9.1,13502.7,HIGH
LN87054192,717048.78,1090073,63450.33,14.1,1.43412e+06,HIGH
LN97631577,1210164.75,1753442,119827.41,10.6,2.42035e+06,HIGH
LN26761942,277312.87,652399,6153.52,8.6,554734,HIGH
LN91778580,684544.04,688186,145957.37,10.7,1.3691e+06,HIGH
LN50861666,1238321.71,1963415,143507.65,9.8,2.47666e+06,HIGH
LN51104329,1296759.19,1048932,120881.24,13.0,2.59353e+06,HIGH
LN12769373,409323.47,206438,61600.5,11.2,818655,HIGH
LN69729843,1570347.24,1131061,6037.06,14.4,3.14089e+06,HIGH
LN41869526,250718.88,413139,91517.5,11.6,501446,HIGH
LN37588328,147669.73,329236,96022.34,9.0,295346,HIGH
LN94556440,58879.81,21672,3917.75,15.0,117771,HIGH
LN45731011,163433.35,379459,1225.58,10.1,327181,HIGH
LN30608849,48924.99,90810,10661.52,8.5,97860.8,HIGH
LN75290858,4692.7,8765,235.94,10.1,9426.2,HIGH
LN94517480,55405.23,104255,30696.37,8.4,110818,HIGH
LN35423512,391131.97,414462,97940.74,10.2,782271,HIGH
LN40821234,66903.02,84507,21142.31,11.9,133816,HIGH
LN25010035,34389.77,60494,235.72,8.9,69039.1,HIGH
LN45060831,5199.28,12284,880.35,8.3,10416.1,HIGH
LN51365499,14556.93,6185,751.84,13.0,29126.7,HIGH
LN95352823,9322.72,17467,3114.43,8.3,18653.8,HIGH
LN78099067,293470.4,286632,14386.3,14.8,586967,HIGH
LN67302352,6653.67,16599,4128.41,9.3,13314.7,HIGH
LN47444090,823701.32,1013708,292980.47,8.9,1.64741e+06,HIGH
LN35949367,68510.71,164814,11315.13,9.8,137039,HIGH
LN44720865,314292.27,749605,46482.07,8.5,628604,HIGH
LN12488095,232313.66,263042,39546.01,9.6,464637,HIGH
LN63714979,156277.45,349931,80505.57,10.4,312564,HIGH
LN25361283,731837.58,641617,137009.58,12.1,1.46368e+06,HIGH
LN39622872,121557.1,119594,4023.58,14.7,243151,HIGH
LN64369537,12372.0,7562,526.11,9.2,24763,HIGH
LN37930897,23569.71,29871,207.56,8.6,47286.2,HIGH
LN20779992,10078.91,4513,752.03,12.3,20168.2,HIGH
LN72109283,12215.63,16019,2391.06,11.4,24442.4,HIGH
LN85480104,214176.08,177731,1812.52,12.7,428456,HIGH
LN82240893,11002.89,16603,1217.99,14.0,22024.6,HIGH
LN74038834,161464.48,280541,26505.3,11.1,322944,HIGH
LN17454300,290326.39,240980,28799.3,12.7,580667,HIGH
LN53910789,11657.83,21076,5295.98,8.6,23322.3,HIGH
LN47438426,871704.66,1157313,80549.24,8.3,1.74343e+06,HIGH
LN76820840,16238.41,23002,5931.63,10.7,32485.2,HIGH
LN95887805,76940.93,144385,40879.94,10.4,153889,HIGH
LN77956204,62013.97,105538,25991.22,12.9,124037,HIGH
LN79453792,204608.76,277051,34632.94,13.6,409231,HIGH
LN32300178,42533.46,118046,14528.67,8.7,85078.5,HIGH
LN59697510,82962.68,73952,5495.46,11.9,165943,HIGH
LN39683605,105364.59,266978,8899.11,9.4,210763,HIGH
LN71891576,41061.82,22079,269.88,10.5,82209.1,HIGH
LN87339390,38171.28,62934,4329.8,13.2,76363.1,HIGH
LN84980595,327401.33,226235,16660.62,8.3,654820,HIGH
LN21187547,193499.44,188923,19553.45,14.8,387015,HIGH
LN60418540,2317091.51,874486,215280.96,14.7,4.63419e+06,HIGH
LN61469129,5552.32,9980,48.03,8.5,11316,HIGH
LN29190057,3594067.68,1941458,120012.04,10.5,7.18816e+06,HIGH
LN49378462,2209.73,2183,336.78,13.6,4431.28,HIGH
LN71884939,9670.9,14149,376.57,14.3,19384.7,HIGH
LN14686605,128550.66,228239,20218.42,10.9,257117,HIGH
LN71491548,3282950.52,1305772,199868.93,14.0,6.56591e+06,HIGH
LN53643969,11832.59,12201,2819.98,10.3,23673.5,HIGH
LN13872323,9630.88,13034,73.4,8.0,19441.6,HIGH
LN93270393,986230.37,1277206,105456.76,14.1,1.97248e+06,HIGH
LN33484860,83420.65,146362,31651.1,11.0,166850,HIGH
LN15692056,700196.36,1287211,146238.55,10.6,1.40041e+06,HIGH
LN92931490,139990.27,89851,15275.93,8.9,279990,HIGH
LN96807350,23150.87,24605,2449.96,10.1,46315.1,HIGH
LN23211280,405679.56,372765,43901.81,11.6,811372,HIGH
LN16695341,404204.36,452656,100798.75,9.7,808417,HIGH
LN89210541,3513.6,2642,725.75,13.2,7036.24,HIGH
LN71122343,114503.59,198849,14592.39,11.1,229025,HIGH
LN93610171,58205.11,171121,36795.11,8.3,116419,HIGH
LN12365583,21273.21,63084,6833.26,8.2,42559.3,HIGH
LN36312570,126786.43,111012,19054.41,12.1,253584,HIGH
LN18218803,7114.17,8285,1543.86,15.0,14240.9,HIGH
LN21906750,593542.23,506248,143027.65,12.4,1.18709e+06,HIGH
LN66355116,50381.31,79241,13325.62,13.7,100775,HIGH
LN87307078,61458.03,48720,3982.97,13.2,122935,HIGH
LN57383570,5693.98,13102,682.1,9.9,11410.2,HIGH
LN24496051,8830.22,14040,1521.46,13.4,17675.9,HIGH
LN35964142,527582.52,273867,72526.57,10.9,1.05517e+06,HIGH
LN92037437,9526.85,14326,3810.59,14.0,19062.8,HIGH
LN91186304,859549.5,1432149,410159.25,11.5,1.71911e+06,HIGH
LN39262705,128169.42,175830,8466.44,11.1,256364,HIGH
LN79223191,44064.13,69268,20717.58,13.7,88138.2,HIGH
LN75326360,7751.04,11042,999.2,12.8,15519.5,HIGH
LN94631923,144134.31,76984,19606.49,10.6,288277,HIGH
LN62839600,5567.42,10632,2020.24,11.5,11145,HIGH
LN10974700,113401.71,150787,18754.97,11.4,226816,HIGH
LN59608446,235869.86,146306,14248.26,9.2,471753,HIGH
LN82829546,311868.74,724521,13567.51,10.1,623794,HIGH
LN90349968,65565.85,24672,3933.48,14.7,131144,HIGH
LN91831800,484693.29,269860,53816.82,10.2,969396,HIGH
LN23626980,114453.23,50872,10054.95,12.6,228917,HIGH
LN17457204,174612.33,244379,29382.25,15.0,349240,HIGH
LN48893667,638299.89,592304,63261.37,11.5,1.27661e+06,HIGH
LN38304157,203240.68,297579,24188.33,14.5,406500,HIGH
LN53095701,1357566.74,548318,34606.92,13.8,2.71515e+06,HIGH
LN39002522,254706.7,325622,10348.1,11.8,509449,HIGH
LN63144617,21725.04,15764,2165.01,14.2,43464.4,HIGH
LN45733848,187908.7,135220,33758.33,14.4,375827,HIGH
LN23256308,1303382.9,1294759,373606.08,14.6,2.60677e+06,HIGH
LN35788570,133952.13,406247,68703.87,8.1,267914,HIGH
LN49136267,138083.82,316650,51585.65,10.2,276177,HIGH
LN68200241,525434.62,738881,85912.34,13.2,1.05088e+06,HIGH
LN50639343,29679.82,20747,6171.04,14.7,59368.7,HIGH
LN69178237,81875.62,103944,1402.81,14.3,163831,HIGH
LN19952111,2858800.94,1352555,36175.51,11.9,5.71764e+06,HIGH
LN83284019,336559.46,128845,19172.5,14.5,673132,HIGH
LN73315414,18816.16,47268,11153.68,9.4,37640.9,HIGH
LN61297630,10314.18,19369,3569.65,8.3,20637.6,HIGH
LN86503192,702617.41,1537977,216491.38,10.6,1.40525e+06,HIGH
LN28425765,204591.7,141325,2568.14,8.3,409241,HIGH
LN12358162,79021.72,195034,9917.27,9.6,158066,HIGH
LN93247065,187175.68,200515,6198.41,13.7,374389,HIGH
LN67520993,264092.79,621271,71911.74,8.6,528197,HIGH
LN99214066,20326.73,22983,5509.93,13.0,40662.7,HIGH
LN91296947,399109.58,1176815,341068.5,8.3,798226,HIGH
LN26258334,468578.18,336524,85248.39,8.0,937164,HIGH
